lake,time,depth_m,latitude,longitude,temperature_C,velocity_u_m_s,velocity_v_m_s,velocity_magnitude_m_s,velocity_direction_deg
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28404,8.59178,15.591,0.08761,-0.05905,0.10565232889056445,123.98035683969835
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28486,8.59362,15.585,0.093,-0.06016,0.11076202237229149,122.89808976429936
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28569,8.59546,15.579,0.0983,-0.06126,0.11582606615093168,121.93092547850655
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28652,8.59731,15.574,0.10325,-0.06292,0.12091107848332178,121.35790717832143
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28735,8.59915,15.569,0.10813,-0.06594,0.1266498341886005,121.37573717570403
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28818,8.60098,15.567,0.11411,-0.07184,0.1348409348083882,122.19320358475673
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28901,8.6028,15.564,,,,
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27789,8.58209,15.582,0.03389,-0.0204,0.039556189149107884,121.04573179475702
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.2787,8.5839,15.589,0.06062,-0.04109,0.07323368418972243,124.13056192392546
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27952,8.58571,15.591,0.0698,-0.04983,0.08576169832740022,125.52292184772931
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28034,8.58753,15.59,0.07447,-0.05381,0.09187653127975609,125.85085351697452
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28116,8.58935,15.589,0.07919,-0.05663,0.09735508718089671,125.56914846103577
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28198,8.59117,15.586,0.08429,-0.05859,0.10265277492596096,124.80317339321667
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28281,8.59299,15.581,0.08955,-0.05999,0.10778683871419553,123.81833154292914
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28364,8.59482,15.576,0.0948,-0.06124,0.11285999113946447,122.8621189088128
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28448,8.59666,15.57,0.10007,-0.06253,0.11800002457626864,121.9997216206688
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28531,8.5985,15.565,0.10449,-0.06447,0.1227784223713597,121.67445475222276
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28615,8.60034,15.561,0.10952,-0.06777,0.12879209331321548,121.74885284387223
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28699,8.60217,15.559,0.11586,-0.07393,0.13743792962643173,122.54185396963032
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28784,8.60399,15.556,,,,
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27656,8.58341,15.578,0.04605,-0.02812,0.05395680587284611,121.40993377465328
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27738,8.58521,15.58,0.06053,-0.03952,0.07228908147154728,123.14049512099965
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27821,8.58702,15.582,0.0699,-0.04947,0.08563463610012015,125.28800930878688
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27904,8.58883,15.582,0.07565,-0.05456,0.0932722686547293,125.79975050882601
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27987,8.59063,15.58,0.08091,-0.05748,0.09924907304353023,125.39070907448314
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28071,8.59244,15.577,0.08642,-0.05939,0.1048598517069331,124.49782932901144
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28154,8.59426,15.573,0.09182,-0.06089,0.11017488143855658,123.55016017609896
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28238,8.59608,15.568,0.09708,-0.0623,0.11535084048241695,122.6898628699853
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28322,8.59791,15.562,0.10156,-0.06387,0.11997420764481005,122.16534909768521
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28407,8.59975,15.557,0.10587,-0.06622,0.1248741178147017,122.02532384663493
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28492,8.60158,15.553,0.11112,-0.06977,0.13120787819334628,122.12388038166061
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28577,8.60341,15.551,0.11783,-0.07615,0.14029515814881138,122.87337563314436
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28663,8.60523,15.548,,,,
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27436,8.58301,15.567,0.02253,-0.01228,0.02565929266367255,118.59263882752614
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27518,8.58479,15.57,0.05026,-0.0277,0.05738778267192417,118.86065798616278
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27602,8.58658,15.572,0.06295,-0.03974,0.07444440946101998,122.26399973604401
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27685,8.58839,15.574,0.07114,-0.04863,0.08617294529027077,124.3557957863718
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.2777,8.59019,15.573,0.07742,-0.05422,0.09451806599798793,125.00493203521269
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27854,8.59199,15.572,0.08313,-0.05746,0.10105567030107712,124.65248192974042
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27938,8.59379,15.569,0.0888,-0.05976,0.10703596404947265,123.93948787616996
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28023,8.59559,15.565,0.09434,-0.06157,0.11265389695878256,123.13004930390088
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28107,8.59741,15.56,0.09914,-0.06321,0.11757654400432087,122.52090062127905
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28192,8.59923,15.555,0.10329,-0.06505,0.12206689395573232,122.20191267784547
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28278,8.60106,15.55,0.10769,-0.0677,0.1272023038313379,122.1557817772222
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28364,8.60289,15.547,0.11313,-0.07173,0.1339536852796518,122.37671309458861
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28451,8.60471,15.545,0.12002,-0.07822,0.14325909674432546,123.09328118283526
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28538,8.60653,15.542,,,,
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27293,8.58446,15.563,0.0389,-0.01796,0.042845905288603714,114.7826123882416
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27377,8.58623,15.563,0.05398,-0.0275,0.0605812710332162,116.99647440611413
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27461,8.58802,15.565,0.06509,-0.03878,0.07576672422640429,120.78608169488302
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27546,8.58981,15.566,0.07319,-0.04747,0.08723632844176789,122.96687219104206
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27632,8.59161,15.565,0.07963,-0.05303,0.09567192796217708,123.66183073302817
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27717,8.5934,15.564,0.08545,-0.05663,0.10251175249696982,123.53350089285155
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27802,8.59519,15.561,0.09111,-0.0593,0.10870842699625452,123.05855744930014
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27887,8.59699,15.557,0.09655,-0.06165,0.11455402655515869,122.55942219759498
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27973,8.59879,15.553,0.10114,-0.06378,0.11957084929028479,122.23598322799369
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.2806,8.6006,15.548,0.10533,-0.06601,0.12430498380998245,122.07525071278874
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28147,8.60243,15.544,0.10995,-0.06897,0.1297916152915896,122.0994372024295
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28235,8.60425,15.541,0.11561,-0.07313,0.13679791299577637,122.31571584845477
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28323,8.60607,15.539,0.12274,-0.07998,0.14649883275985512,123.08912281224345
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28412,8.60788,15.536,,,,
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27149,8.58597,15.558,0.04953,-0.02224,0.05429400058938372,114.18107185408707
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27234,8.58773,15.557,0.05968,-0.02864,0.06619631409678337,115.63601185765593
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27319,8.5895,15.557,0.06793,-0.03769,0.07768539759826167,119.02308433157623
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27405,8.59129,15.558,0.07552,-0.0456,0.0882192178609627,121.12414865295256
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27492,8.59308,15.557,0.0819,-0.05128,0.09662943857852016,122.0518935936986
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27578,8.59486,15.556,0.0876,-0.05519,0.10353596524879652,122.21186416103542
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27664,8.59664,15.554,0.09308,-0.05825,0.10980413881088454,122.0385696119135
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27751,8.59842,15.55,0.09803,-0.06098,0.11544886876881905,121.88386251082036
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27838,8.60022,15.546,0.10274,-0.06372,0.12089559958906693,121.80745202470078
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27926,8.60202,15.542,0.10755,-0.06662,0.1265117658559867,121.77543322036834
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28014,8.60383,15.539,0.1125,-0.06998,0.1324894350504975,121.88344821855115
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28104,8.60565,15.536,0.1184,-0.07439,0.1398300114424654,122.14089660591551
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28194,8.60746,15.534,0.12582,-0.08161,0.14996954524169231,122.9684509922429
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28284,8.60927,15.531,,,,
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27003,8.58751,15.551,0.05801,-0.02453,0.06298318029442464,112.92146677617656
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27089,8.58926,15.55,0.06533,-0.03003,0.07190138941633882,114.68664822132487
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27176,8.59102,15.55,0.07139,-0.0368,0.08031669876183906,117.270125689437
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27264,8.5928,15.55,0.0781,-0.04341,0.0893534448132807,119.06643756606198
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27351,8.59458,15.55,0.08431,-0.04889,0.09745977734429727,120.10874941461952
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27439,8.59635,15.549,0.08981,-0.05321,0.1043893682325935,120.64559634241793
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27526,8.59812,15.547,0.09469,-0.05674,0.11038851253640479,120.93082127629825
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27613,8.59989,15.544,0.09952,-0.05999,0.11620254085001756,121.08129571149675
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27702,8.60168,15.541,0.10432,-0.06332,0.12203312992790114,121.25685172889135
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27791,8.60347,15.537,0.10942,-0.06688,0.1282406752945414,121.43422511694003
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27882,8.60527,15.534,0.11499,-0.07085,0.13506451273373032,121.63890602297673
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27973,8.60708,15.532,0.12144,-0.07572,0.1431125151759971,121.94427316511451
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28064,8.60889,15.53,0.12922,-0.08336,0.15377482888951624,122.82611786428467
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28156,8.61068,15.527,,,,
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26859,8.58909,15.544,0.06302,-0.02331,0.06719283071876048,110.29855577371548
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26946,8.59082,15.544,0.07095,-0.02837,0.07641177527056939,111.79444749708948
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27034,8.59257,15.544,0.07523,-0.03502,0.08298164435584535,114.96225020870676
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27123,8.59433,15.544,0.08095,-0.04091,0.09070022381449783,116.81083305380963
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27212,8.59609,15.543,0.08697,-0.04618,0.09847016451697438,117.96775220623722
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.273,8.59786,15.543,0.09231,-0.05084,0.1053842573632324,118.84390249840186
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27388,8.59962,15.541,0.09708,-0.05495,0.1115528076742132,119.51107687639963
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27477,8.60138,15.539,0.10152,-0.0588,0.11731901124711204,120.07926038035103
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27568,8.60316,15.536,0.10629,-0.06275,0.12343065502540282,120.55615691784249
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27659,8.60494,15.533,0.11169,-0.06706,0.13027547620331312,120.98110448948083
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27751,8.60673,15.53,0.11769,-0.07172,0.1378212411060066,121.35802820553775
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27843,8.60853,15.528,0.1247,-0.07726,0.14669423165210008,121.78098727109573
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27936,8.61032,15.526,0.13313,-0.08544,0.15818846512941453,122.69148372831494
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.28029,8.61211,15.523,,,,
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26718,8.59066,15.538,0.06695,-0.01928,0.06967080378465573,106.06513612265657
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26806,8.59238,15.537,0.07598,-0.02447,0.07982318773389097,107.8515921207698
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26895,8.59411,15.537,0.08033,-0.03149,0.08628168403548925,111.40557511032262
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26985,8.59586,15.537,0.0849,-0.03779,0.09293058753715054,113.9944152518408
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27075,8.59761,15.537,0.08996,-0.04341,0.09988608361528646,115.75953067278611
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27164,8.59936,15.537,0.09525,-0.04846,0.10686877046172095,116.96546293667427
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27254,8.60111,15.536,0.10013,-0.05313,0.11335260826288912,117.95087790502507
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27345,8.60287,15.534,0.10463,-0.05763,0.11945147048069353,118.8458874114166
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27436,8.60464,15.531,0.10944,-0.06225,0.12590542522067902,119.63142780923343
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27529,8.60641,15.529,0.11482,-0.06718,0.13302926294616535,120.33146324824992
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27623,8.60819,15.526,0.12115,-0.0726,0.14123768087872302,120.9324492669228
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27717,8.60998,15.524,0.12868,-0.07904,0.15101610510140961,121.55977980128804
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27811,8.61176,15.523,0.13776,-0.08818,0.16356506350685038,122.62325564513958
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27904,8.61354,15.52,,,,
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26581,8.59221,15.533,0.06943,-0.01457,0.0709422990887665,101.85163801227995
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26671,8.59392,15.531,0.07956,-0.0194,0.08189110818642034,103.70364523772551
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26761,8.59563,15.532,0.08487,-0.02706,0.08907951784781953,107.68439202655775
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26851,8.59737,15.532,0.08966,-0.03431,0.09600047760297863,110.94024202798235
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26942,8.59911,15.532,0.09433,-0.04061,0.10270015092491344,113.2923570161974
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27032,8.60085,15.532,0.0989,-0.04621,0.10916306197610985,115.0438454523962
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27124,8.60259,15.531,0.10374,-0.05139,0.11577097952423138,116.35257504547177
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27216,8.60434,15.53,0.10874,-0.05644,0.122514738705186,117.43094803788956
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27309,8.6061,15.528,0.11379,-0.06165,0.12941748954449706,118.44828123269147
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27403,8.60787,15.526,0.11923,-0.06721,0.1368684660540915,119.40997389834534
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27498,8.60964,15.523,0.12562,-0.07338,0.14548198788853556,120.29102270730048
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27593,8.61141,15.522,0.13375,-0.08087,0.15629785475175276,121.15864793774212
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27688,8.61319,15.52,0.1433,-0.09149,0.17001561722383038,122.55622879786085
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27783,8.61495,15.517,,,,
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26451,8.59372,15.53,0.06918,-0.00885,0.0697437803678579,97.29008936459536
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26541,8.59541,15.528,0.08146,-0.01412,0.08267469987849971,99.83374605616083
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26632,8.59712,15.528,0.08856,-0.02251,0.0913760017728944,104.26131929404217
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26723,8.59884,15.528,0.09416,-0.03083,0.09907872879685123,108.12955465852338
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26814,8.60057,15.528,0.09905,-0.03797,0.10607838328330613,110.97391370575264
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26906,8.6023,15.528,0.10353,-0.04412,0.11253903900424954,113.08160184900476
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26999,8.60404,15.528,0.10835,-0.04964,0.11917991483467338,114.61464202528641
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27092,8.60578,15.527,0.11347,-0.0551,0.12614059972903252,115.90078793556603
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27187,8.60753,15.525,0.11881,-0.06077,0.13344964968106884,117.08924137757953
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27282,8.60929,15.523,0.12456,-0.06684,0.14136045840333145,118.21840116924996
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27378,8.61106,15.521,0.13144,-0.07358,0.15063362838357178,119.2400649457182
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27474,8.61282,15.519,0.14007,-0.08199,0.16230207946911832,120.34258011655704
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.2757,8.61459,15.518,0.15028,-0.09452,0.17753340192763728,122.16822095746991
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27665,8.61634,15.514,,,,
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26327,8.59516,15.529,0.0651,0.00358,0.06519836194261325,86.85234263320642
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26418,8.59685,15.527,0.08315,-0.00902,0.08363780783832155,96.19115965976245
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.2651,8.59855,15.526,0.09173,-0.01877,0.09363068834522152,101.56435468968081
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26601,8.60025,15.526,0.09817,-0.02778,0.10202488568971788,105.80037289795717
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26694,8.60197,15.526,0.10344,-0.03566,0.1094142093148783,109.02116762731364
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26786,8.6037,15.526,0.10849,-0.04208,0.11636497110385066,111.19977150957536
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.2688,8.60543,15.525,0.11369,-0.04777,0.12331824277048388,112.79105877958074
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26975,8.60717,15.524,0.11882,-0.0535,0.13030902654843216,114.24017520799259
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.2707,8.60892,15.522,0.12418,-0.05955,0.13772027773715823,115.61985239929865
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27166,8.61068,15.52,0.13034,-0.06581,0.14601188889950023,116.78967741995426
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27263,8.61244,15.519,0.13791,-0.07257,0.15583829118672984,117.75391719799099
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27359,8.61419,15.517,0.14753,-0.08041,0.16802044220867887,118.59222551723617
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27456,8.61595,15.515,0.16096,-0.08856,0.18371443928009576,118.81953835316719
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27553,8.6177,15.513,0.20459,-0.06648,0.2151201025009053,108.00118531363292
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.2765,8.61944,15.512,,,,
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26211,8.59654,15.528,,,,
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26302,8.59822,15.527,0.08683,-0.00685,0.08709977841533238,94.51070957155673
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26394,8.59991,15.526,0.09486,-0.0162,0.09623336012007477,99.69136315700638
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26486,8.60161,15.525,0.10158,-0.02534,0.1046929415003705,104.00704208164683
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26579,8.60332,15.524,0.10762,-0.03345,0.11269856653924218,107.26607192153725
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26673,8.60504,15.524,0.11354,-0.03994,0.12036002326354046,109.38035779742044
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26767,8.60678,15.523,0.1191,-0.04578,0.12759552656735265,111.02590485822478
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26862,8.60851,15.522,0.12446,-0.05159,0.13472868922393627,112.51452931444348
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26958,8.61026,15.52,0.12996,-0.05772,0.14220126581715087,113.9477612447561
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27055,8.61201,15.519,0.1362,-0.06413,0.15054267468063665,115.21348043047355
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27152,8.61377,15.517,0.14406,-0.07062,0.1604383619961261,116.11466713764553
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.2725,8.61552,15.515,0.15401,-0.07737,0.1723519567628984,116.67357985976756
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27347,8.61727,15.513,0.16739,-0.08213,0.18645307452546875,116.13490457322666
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27445,8.61901,15.511,0.18551,-0.07179,0.19891647543629964,111.15580083953236
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27542,8.62076,15.511,,,,
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26192,8.59954,15.528,0.07964,-0.00794,0.08003482492015586,95.69349714988861
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26284,8.60122,15.526,0.09526,-0.01349,0.09621043446529072,98.06019970183458
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26377,8.60292,15.525,0.10409,-0.0227,0.10653646371078777,102.30247477813325
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.2647,8.60462,15.523,0.11192,-0.03074,0.11606478363396884,105.35816388284304
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26564,8.60634,15.522,0.11849,-0.03761,0.1243156957105578,107.60999791620962
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26659,8.60807,15.521,0.12441,-0.04359,0.13182540043557617,109.30912204373448
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26755,8.60981,15.52,0.13006,-0.04934,0.13910441833385453,110.77491065817607
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26851,8.61156,15.518,0.13583,-0.0553,0.1466556473512016,112.15254351749283
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26948,8.61331,15.517,0.14198,-0.06171,0.15481099605648171,113.49162992701848
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27046,8.61506,15.515,0.14937,-0.06833,0.16425707229827274,114.58194567915754
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27144,8.61681,15.513,0.15877,-0.07445,0.17535881899693553,115.12269326076367
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27242,8.61855,15.511,0.16972,-0.07898,0.18719700531792705,114.9551352247063
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.2734,8.6203,15.51,0.17627,-0.077,0.19235413408606536,113.597142334251
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.27439,8.62204,15.509,,,,
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26084,8.60083,15.529,0.0735,0.00153,0.07351592276507178,88.80748457164074
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26177,8.60251,15.527,0.09438,-0.01003,0.09491146031960525,96.0661980770101
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.2627,8.6042,15.525,0.10682,-0.01905,0.10850536806997153,100.11167608964844
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26364,8.6059,15.523,0.11609,-0.02762,0.11933043408954817,103.38293359202618
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26458,8.60761,15.521,0.12345,-0.03478,0.12825580259777725,105.73430617310305
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26553,8.60934,15.52,0.12966,-0.04101,0.13599093977173626,107.55157730639205
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.2665,8.61108,15.518,0.1355,-0.04666,0.1433087771212915,109.00136406319706
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26747,8.61283,15.517,0.14117,-0.05249,0.1506126455514277,110.39620179440544
zurich,2025-10-23T15:00:00+00:00,0.9000000357627869,47.26844,8.61458,15.515,0.14729,-0.05875,0.15857460893850567,111.7457206497446
